0,0,0,0
0,0,0,9
0,0,0,11
0,0,0,16
0,0,0,18
0,0,0,20
0,0,0,21
0,0,0,25
0,0,0,30
0,0,0,44
0,0,0,45
0,0,0,50
0,0,0,52
0,0,0,55
0,0,0,60
0,0,0,63
0,0,0,66
0,0,0,80
0,0,0,83
0,0,0,87
0,0,0,93
0,0,0,104
0,0,0,106
0,0,0,113
0,0,0,115
0,0,0,117
0,0,0,119
0,0,0,146
0,0,0,148
0,0,0,159
0,0,0,170
0,0,0,177
0,0,0,185
0,0,0,193
0,0,0,194
0,0,0,198
0,0,0,200
0,0,0,205
0,0,0,208
0,0,0,212
0,0,0,216
0,0,0,222
0,0,0,225
0,0,0,226
0,0,0,232
0,0,0,234
0,0,0,235
0,0,0,239
0,0,0,253
0,0,0,255
0,0,0,260
0,0,0,269
0,0,0,272
0,0,0,278
0,0,0,285
0,0,0,287
0,0,0,290
0,0,0,291
0,0,0,292
0,0,0,297
0,0,0,312
0,0,0,317
0,0,0,334
0,0,0,335
0,0,0,339
0,0,0,343
0,0,0,351
0,0,0,363
0,0,0,366
0,0,0,368
0,0,0,372
0,0,0,374
0,0,0,375
0,0,0,390
0,0,0,391
0,0,0,400
0,0,0,401
0,0,0,406
0,0,0,407
0,0,0,409
0,0,0,413
0,0,0,414
0,0,0,419
0,0,0,421
0,0,0,438
0,0,0,441
0,0,0,448
0,0,0,452
0,0,0,464
0,0,0,467
0,0,0,471
0,0,0,476
0,0,0,483
0,0,0,495
0,0,0,497
0,0,0,500
0,0,0,504
0,0,0,506
0,0,0,512
0,0,0,517
0,0,0,534
0,0,0,552
0,0,0,563
0,0,0,564
0,0,0,569
0,0,0,580
0,0,0,609
0,0,0,614
0,0,0,621
0,0,0,623
0,0,0,624
0,0,0,629
0,0,0,631
0,0,0,643
0,0,0,664
0,0,0,674
0,0,0,675
0,0,0,676
0,0,0,678
0,0,0,679
0,0,0,681
0,0,0,704
0,0,0,714
0,0,0,717
0,0,0,720
0,0,0,721
0,0,0,734
0,0,0,745
0,0,0,747
0,0,0,756
0,0,0,758
0,0,0,762
0,0,0,764
0,0,0,776
0,0,0,777
0,0,0,781
0,0,0,793
0,0,0,795
0,0,0,802
0,0,0,808
0,0,0,816
0,0,0,818
0,0,0,819
0,0,0,820
0,0,0,823
0,0,0,827
0,0,0,831
0,0,0,839
0,0,0,842
0,0,0,845
0,0,0,850
0,0,0,866
0,0,0,867
0,0,0,874
0,0,0,876
0,0,0,888
0,0,0,892
0,0,0,893
0,0,0,902
0,0,0,907
0,0,0,914
0,0,0,916
0,0,0,917
0,0,0,928
0,0,0,931
0,0,0,936
0,0,0,940
0,0,0,989
0,0,0,990
0,0,0,1009
0,0,0,1010
0,0,0,1015
0,0,0,1016
0,1,0,1024
0,1,0,1029
0,1,0,1032
0,1,0,1039
0,1,0,1050
0,1,0,1052
